,X0,Y0,X1,Y1,X2,Y2
0,0.0,0.0,965.470077671821,113.0,527.0082379871319,22.0
1,0.0,0.0,2623.934155473351,27.0,1319.1308782750666,228.0
2,0.0,0.0,639.5662009646818,171.0,1592.6347992741714,240.0
3,0.0,0.0,2212.539747697921,-336.0,212.50700231263363,-377.0
4,0.0,0.0,2215.4224057500205,-344.0,1482.4965217443164,-403.0
5,0.0,0.0,3878.621482335207,201.0,772.4513996709611,-44.0
6,0.0,0.0,2879.134467335089,349.0,1978.1453899399246,456.0
7,0.0,0.0,477.06526061214515,77.0,1738.4099556352414,203.0
8,0.0,0.0,242.2067723086907,341.0,1559.654133032628,163.0
9,0.0,0.0,3500.5217826655607,194.0,2021.3198577843195,56.0
10,0.0,0.0,3021.409532497347,-191.0,916.889446328994,-94.0
11,0.0,0.0,2088.0544961644523,-207.0,572.6433994342882,-32.0
12,0.0,0.0,3141.808489954328,-160.0,579.097420282128,104.0
13,0.0,0.0,1359.9448467378695,-153.0,2796.8285929404165,58.0
14,0.0,0.0,2935.6780894246167,-151.0,1293.4064083468445,27.0
15,0.0,0.0,1431.4288414275647,-320.0,3563.718542618108,-489.0
16,0.0,0.0,3073.050181946316,-220.0,1168.567806721845,-37.0
17,0.0,0.0,1580.3310493325423,262.0,3373.6318308053515,4.0
18,0.0,0.0,2183.2446603602784,207.0,334.540032841428,-96.0
19,0.0,0.0,2466.637101869268,90.0,1675.4395379555856,253.0
20,0.0,0.0,1183.2234206750045,54.0,1548.7483291095405,151.0
21,0.0,0.0,2443.0855131469198,-196.0,211.15517307474832,-345.0
22,0.0,0.0,1047.7184070397202,512.0,3769.8299282874123,403.0
23,0.0,0.0,1986.34145348464,-358.0,2685.9609357082572,-397.0
24,0.0,0.0,610.3335051075451,-254.0,2547.2002117555608,-97.0
25,0.0,0.0,1694.2945396524933,7.0,2259.032871001341,54.0
26,0.0,0.0,3105.564184593121,-70.0,250.54568084008224,-449.0
27,0.0,0.0,775.2548347730998,-262.0,1863.880942244849,-90.0
28,0.0,0.0,1111.5035827477304,-433.0,2315.194874125544,-261.0
29,0.0,0.0,3295.951030210681,131.0,2503.161305998773,238.0
30,0.0,0.0,405.6566695899419,497.0,3787.540508418385,41.0
31,0.0,0.0,3278.8406192029393,-354.0,1999.389826901949,-153.0
32,0.0,0.0,2390.265954407149,373.0,314.56542821012,218.0
33,0.0,0.0,18.42109606597705,441.0,1801.0565447381568,289.0
34,0.0,0.0,1267.7918081992002,393.0,2431.4666549201143,292.0
35,0.0,0.0,2335.28652104325,-52.0,571.3108350194902,138.0
36,0.0,0.0,1448.3447168678372,-268.0,2730.527727830781,-184.0
37,0.0,0.0,1598.6999577645695,44.0,1274.8221726316235,-66.0
38,0.0,0.0,1720.1573841644827,-237.0,1189.071527920802,-195.0
39,0.0,0.0,385.800235841255,-186.0,845.9156901794472,-150.0
40,0.0,0.0,1038.8799643480247,-200.0,37.093509510313204,-359.0
41,0.0,0.0,316.98016794160185,-182.0,2551.212609756276,-364.0
42,0.0,0.0,218.20664357943846,402.0,3164.109045337095,25.0
43,0.0,0.0,2663.1944999684633,213.0,1537.7228169511677,393.0
44,0.0,0.0,3727.4594044933424,426.0,507.8169334679196,369.0
45,0.0,0.0,2438.709127288389,-85.0,1053.5351552864677,-159.0
46,0.0,0.0,1334.5125481146888,-3.0,442.97419811316513,109.0
47,0.0,0.0,3773.3236702051263,-241.0,1342.089820749046,47.0
48,0.0,0.0,595.8137325482558,12.0,2356.244587576603,-56.0
49,0.0,0.0,2799.2814097426062,-322.0,264.227593175965,-542.0
50,0.0,0.0,1016.9379697745419,-164.0,3064.057961883996,124.0
51,0.0,0.0,3583.6965140925013,-249.0,142.93683625943598,-574.0
52,0.0,0.0,1500.9842919727039,479.0,3780.481499543534,240.0
53,0.0,0.0,782.8786103806815,-241.0,2329.134229608863,-66.0
54,0.0,0.0,3706.7257711544603,304.0,1261.7633601730533,565.0
55,0.0,0.0,722.9900602710359,157.0,2383.7038903415837,50.0
56,0.0,0.0,2235.6921654641906,147.0,544.7141331881098,-47.0
57,0.0,0.0,856.2769080502991,114.0,3159.9477540793114,235.0
58,0.0,0.0,340.6752901194792,83.0,2455.8393126615038,-24.0
59,0.0,0.0,440.35370353572944,62.0,1620.5859712040467,123.0
60,0.0,0.0,416.08546257489303,-89.0,3806.501581529245,-99.0
61,0.0,0.0,748.0556514364671,-574.0,2369.3670723359096,-347.0
62,0.0,0.0,2870.267991938153,-424.0,1025.6953060852052,-384.0
63,0.0,0.0,387.5116662430014,72.0,904.6899472842642,-24.0
64,0.0,0.0,243.98618610892663,176.0,1215.740376798668,95.0
65,0.0,0.0,2659.385209397067,-142.0,1610.658275417078,-129.0
