,X0,Y0,X1,Y1,X2,Y2
0,0.0,0.0,962.6245677445337,-199.0,1914.059347834124,-237.0
1,0.0,0.0,42.77035183564567,419.0,3065.6961564099224,191.0
2,0.0,0.0,221.31588841014354,368.0,3283.868407550262,352.0
3,0.0,0.0,894.8722038669844,-203.0,1451.48805964045,-175.0
4,0.0,0.0,763.3672972625252,529.0,3527.0034022112354,190.0
5,0.0,0.0,1917.0430252737685,113.0,551.8904477039309,-68.0
6,0.0,0.0,1930.7000213733704,-6.0,2201.1191852090965,-96.0
7,0.0,0.0,2036.0656693491321,115.0,946.7987591414128,38.0
8,0.0,0.0,671.0083692679323,146.0,2696.848216705529,144.0
9,0.0,0.0,3036.1513022485115,-284.0,825.488171378619,15.0
10,0.0,0.0,389.5941173091073,-184.0,2827.5785505309004,-400.0
11,0.0,0.0,581.4404783818928,96.0,1251.5668185761886,127.0
12,0.0,0.0,1613.6767755841433,391.0,2137.181660532065,320.0
13,0.0,0.0,574.0171432684232,262.0,1287.2921301096208,110.0
14,0.0,0.0,710.586194657149,34.0,1505.9010316643858,114.0
15,0.0,0.0,140.0497740580745,-314.0,3572.693924418945,-485.0
16,0.0,0.0,2819.435313176384,-106.0,2351.283965165217,23.0
17,0.0,0.0,726.1582036164864,-82.0,1264.4115161278787,29.0
18,0.0,0.0,959.88855825789,110.0,3078.030072774179,298.0
19,0.0,0.0,2405.1752540303496,312.0,973.2439931900904,231.0
20,0.0,0.0,1331.9312674143316,-91.0,3165.1657607692046,-193.0
21,0.0,0.0,677.3024918557162,180.0,2062.4640773160727,-19.0
22,0.0,0.0,1763.1493916604113,-195.0,3568.3103243486817,101.0
23,0.0,0.0,2989.625669693705,-113.0,591.4295752347872,103.0
24,0.0,0.0,3066.6347874165117,-426.0,34.99280793111575,-495.0
25,0.0,0.0,1331.8691415748374,-227.0,199.72075519324017,-216.0
26,0.0,0.0,1921.5347595668625,-121.0,734.3860231692192,-57.0
27,0.0,0.0,1870.3580355654733,-38.0,2697.960770557167,-89.0
28,0.0,0.0,2566.365572143416,-129.0,340.5920323674313,-299.0
29,0.0,0.0,2535.890392536045,218.0,748.8931009203789,-7.0
30,0.0,0.0,3524.8404028575524,-171.0,1118.1943252694946,12.0
