,X0,Y0,X1,Y1,X2,Y2
0,0.0,0.0,294.08228299001667,99.0,2673.8125280299764,-35.0
1,0.0,0.0,2580.5525406584384,-15.0,2872.1073829732013,-4.0
2,0.0,0.0,392.58226533942565,139.0,2854.676691660299,307.0
3,0.0,0.0,431.8823293571672,476.0,2119.105299671491,255.0
4,0.0,0.0,1573.7178882708015,-166.0,2728.270656395371,-241.0
5,0.0,0.0,1688.0893995387871,-479.0,3575.2572717966227,-276.0
6,0.0,0.0,37.7760663418494,346.0,2321.380869359152,189.0
7,0.0,0.0,2695.504884299871,387.0,729.4571028537108,214.0
8,0.0,0.0,3131.712103589045,-462.0,390.4869847754085,-148.0
9,0.0,0.0,503.40362121922965,-332.0,3470.5331682089936,-59.0
10,0.0,0.0,3421.472429266297,35.0,261.771096603592,-394.0
11,0.0,0.0,2817.1439212523405,-120.0,1886.0181019033555,-32.0
12,0.0,0.0,3335.9546537364427,281.0,924.0030495256508,420.0
13,0.0,0.0,617.4030432146751,-208.0,3590.644098767857,66.0
14,0.0,0.0,2344.756205352945,-533.0,3463.950702730249,-494.0
15,0.0,0.0,2420.754450855381,226.0,1554.84167686096,150.0
16,0.0,0.0,650.8765647986537,-183.0,3017.5209889496464,-208.0
17,0.0,0.0,3054.651219387688,17.0,410.69722473944915,-62.0
18,0.0,0.0,2049.4025551622926,295.0,3006.2446779382813,347.0
19,0.0,0.0,3105.8114224936376,-180.0,669.8384697949191,-294.0
20,0.0,0.0,451.27855454152876,-229.0,3057.117870395957,170.0
21,0.0,0.0,2259.916784100872,-343.0,453.5156512477079,-401.0
22,0.0,0.0,617.707246457202,-147.0,3261.7910319241364,-437.0
23,0.0,0.0,3058.610304078377,83.0,2718.739838490969,141.0
24,0.0,0.0,1037.4659266380932,316.0,3276.784322247407,27.0
25,0.0,0.0,3328.964521721153,400.0,911.5471902079488,299.0
26,0.0,0.0,608.1693953530203,-428.0,2150.0607075986795,-266.0
27,0.0,0.0,2433.757197219633,287.0,732.3318261796919,295.0
28,0.0,0.0,1349.3274869561842,151.0,897.415713322775,29.0
29,0.0,0.0,2833.096150831585,360.0,1922.024384869765,248.0
30,0.0,0.0,1070.2182601721006,487.0,2640.4856784591243,266.0
31,0.0,0.0,2524.182665224787,130.0,1300.7254875913427,194.0
32,0.0,0.0,3096.11190407727,-14.0,950.3967583400557,-86.0
33,0.0,0.0,3591.2848193859727,313.0,672.0851494683566,-83.0
34,0.0,0.0,398.2021628925654,172.0,1776.31016847133,193.0
35,0.0,0.0,1913.7643900099986,-85.0,3402.814574429295,-256.0
36,0.0,0.0,2372.363842288776,229.0,1298.851965920629,423.0
37,0.0,0.0,2528.433700243948,-319.0,567.0962779711888,-507.0
38,0.0,0.0,418.4101373084668,-140.0,877.3903533351448,-58.0
39,0.0,0.0,3112.400911198139,-451.0,1063.8576907667039,-370.0
40,0.0,0.0,465.72908069997635,84.0,2414.099361838685,-170.0
41,0.0,0.0,2124.110285142945,-335.0,1385.2842826830154,-256.0
42,0.0,0.0,1276.8754917825806,152.0,2780.943377569991,-63.0
43,0.0,0.0,1920.4985395326294,-55.0,776.2466427983281,-48.0
44,0.0,0.0,3387.0346493857023,160.0,833.0815058889298,387.0
45,0.0,0.0,2280.0044552117224,-106.0,585.9741220555602,-49.0
