,X0,Y0,X1,Y1,X2,Y2
0,0.0,0.0,609.9601595320364,12.0,2046.7559449897558,-83.0
1,0.0,0.0,2191.974374398432,111.0,610.0707107096546,-140.0
2,0.0,0.0,1221.959572079678,-214.0,2514.427530306193,-284.0
3,0.0,0.0,3218.407191940448,330.0,2215.295248240189,379.0
4,0.0,0.0,2474.103299527824,-68.0,1595.5748374671352,55.0
5,0.0,0.0,1690.0669047577267,-247.0,40.13775620754495,-326.0
6,0.0,0.0,1629.8308386647818,-375.0,2554.881238114981,-212.0
7,0.0,0.0,3611.7457851222557,-293.0,1432.1690455359048,-541.0
8,0.0,0.0,2123.868610161975,-202.0,605.5289248073914,-338.0
9,0.0,0.0,882.0202439772279,-457.0,3199.924286833304,-379.0
10,0.0,0.0,616.6428717904078,103.0,3010.2589659089563,52.0
11,0.0,0.0,1321.1966692387837,-219.0,2293.2813027105553,-45.0
12,0.0,0.0,145.2451221764254,-586.0,3041.35608596537,-446.0
13,0.0,0.0,1102.5883405571815,-361.0,3033.375907438205,-368.0
14,0.0,0.0,2302.5814100500743,245.0,996.0469744554663,59.0
15,0.0,0.0,1972.0610976425546,112.0,1159.2610377832248,130.0
16,0.0,0.0,2865.171500037478,305.0,497.13454764626977,361.0
17,0.0,0.0,1061.349346034683,57.0,2985.414587083795,-224.0
18,0.0,0.0,3504.591953786835,428.0,1064.1897373936965,315.0
19,0.0,0.0,3254.555888407253,-406.0,1531.7058039089447,-208.0
20,0.0,0.0,869.3015074720633,-67.0,418.8450444368577,-68.0
21,0.0,0.0,2992.118349477761,300.0,525.5874573999099,356.0
22,0.0,0.0,3128.711713126285,-257.0,1322.6237621849518,-135.0
23,0.0,0.0,2476.02084627272,-324.0,356.8780468253244,-110.0
24,0.0,0.0,1865.609917568701,6.0,3432.127687747103,-101.0
25,0.0,0.0,514.1062333581149,122.0,173.01059164658363,230.0
26,0.0,0.0,1224.9610164383614,409.0,2791.518820931757,280.0
27,0.0,0.0,141.62701054759737,-358.0,2520.331452800615,-171.0
