,X0,Y0,X1,Y1,X2,Y2
0,0.0,0.0,2055.1502242492134,-60.0,229.2520996629546,164.0
1,0.0,0.0,2627.368309621273,-31.0,480.60525429364236,61.0
2,0.0,0.0,761.0134352745447,479.0,2543.7066977502363,382.0
3,0.0,0.0,733.8844270298114,303.0,2816.8965435602513,360.0
4,0.0,0.0,3348.010765956345,-303.0,230.1752969226081,-205.0
5,0.0,0.0,2748.6122118060402,389.0,892.6113230360512,278.0
6,0.0,0.0,3298.2876910101472,470.0,541.8278923904245,342.0
7,0.0,0.0,3127.951292980541,218.0,2164.8200505574036,107.0
8,0.0,0.0,1044.2254017510154,429.0,2409.795929166073,298.0
9,0.0,0.0,1416.2988013597592,-58.0,491.3660823136647,38.0
10,0.0,0.0,751.5240017437213,148.0,400.59781365179697,131.0
11,0.0,0.0,1076.943508489454,-436.0,2224.2772387576288,-271.0
12,0.0,0.0,2870.347029685141,-262.0,2155.381546010749,-224.0
13,0.0,0.0,374.7210845018963,-496.0,3772.2240274165288,-22.0
14,0.0,0.0,1700.5026019343302,-39.0,524.3673668550447,63.0
15,0.0,0.0,753.5092943064043,-251.0,3142.156375430765,-209.0
16,0.0,0.0,1194.6594081077578,-453.0,3411.7982253954992,-253.0
17,0.0,0.0,3142.137683202974,-268.0,1152.9175090067986,-221.0
18,0.0,0.0,1332.4428834867012,301.0,2289.413101720129,238.0
19,0.0,0.0,681.0745594061959,-139.0,1254.6922407674542,-174.0
20,0.0,0.0,2058.052877758352,-39.0,1049.4403128725749,-122.0
21,0.0,0.0,2220.12843771781,357.0,3118.528172887759,450.0
22,0.0,0.0,2446.7065620264643,236.0,173.01919911263485,386.0
23,0.0,0.0,1294.8632751989473,-235.0,909.7050985373552,-186.0
24,0.0,0.0,124.27368593629036,262.0,2771.256088036495,235.0
25,0.0,0.0,472.9386777307095,-108.0,3135.2679964134113,151.0
26,0.0,0.0,255.93651921373475,-227.0,2346.4305569308244,-20.0
27,0.0,0.0,1316.4970463790664,402.0,2490.1788380913845,306.0
28,0.0,0.0,60.01367589949814,547.0,2976.765981176798,206.0
29,0.0,0.0,2948.4482083770563,13.0,314.19665482135036,-333.0
30,0.0,0.0,3731.314434551317,-356.0,264.1717737573954,104.0
31,0.0,0.0,660.7605324698761,178.0,1735.015794862366,75.0
32,0.0,0.0,2273.38906001981,-109.0,1140.3812326515906,-208.0
33,0.0,0.0,3290.664923065044,-324.0,446.6198245244426,-472.0
34,0.0,0.0,1999.6140285475562,-128.0,1668.959913788408,-137.0
35,0.0,0.0,2363.299443701385,236.0,794.5103996941417,192.0
36,0.0,0.0,2858.615313873561,262.0,901.7217508194748,273.0
37,0.0,0.0,1236.6574304403875,191.0,3090.920730435399,362.0
38,0.0,0.0,2924.002548144498,-420.0,154.96666184286642,-491.0
39,0.0,0.0,1274.8212221818872,-150.0,467.4136090338612,-82.0
40,0.0,0.0,3111.2449907039227,-231.0,436.52741053494,44.0
41,0.0,0.0,185.81610997360485,-525.0,2831.835043547431,-324.0
42,0.0,0.0,474.4518845811017,-51.0,2079.5255763304967,-260.0
43,0.0,0.0,621.7993152824156,-318.0,2003.601949786854,-248.0
44,0.0,0.0,128.01036639085078,-271.0,2333.748689449409,-299.0
45,0.0,0.0,183.4339838556561,228.0,3306.4846767609615,93.0
46,0.0,0.0,534.4123535114527,-267.0,1912.3464066668112,-28.0
47,0.0,0.0,2022.055254051105,-143.0,3585.594156204316,-142.0
48,0.0,0.0,320.7013051037456,-142.0,2403.202572399776,168.0
49,0.0,0.0,1329.3299955595978,260.0,1616.5424111827194,179.0
50,0.0,0.0,1976.1904632246815,348.0,2986.823303130516,182.0
51,0.0,0.0,2656.735131177942,-197.0,704.8977373219914,-148.0
52,0.0,0.0,1997.6748531404621,12.0,304.5653013761638,98.0
53,0.0,0.0,1502.1098371359924,446.0,2077.487219487309,313.0
54,0.0,0.0,2123.7629637326418,218.0,134.16725401683698,431.0
55,0.0,0.0,959.9594032026857,518.0,2302.844084407095,339.0
